55676: (0,0,1,3,0,1,4,3,1,0)
58090: (0,0,1,3,3,4,0,1,2,0)
58484: (0,0,1,3,4,1,1,3,1,0)
58976: (0,0,1,3,4,5,2,1,1,0)
68268: (0,0,1,5,3,4,4,2,0,0)
69578: (0,0,1,5,5,3,4,0,1,0)
70963: (0,0,1,6,0,3,1,3,0,1)
74616: (0,0,1,6,5,3,4,0,0,0)
74698: (0,0,1,6,5,4,2,1,2,0)
81372: (0,0,2,0,1,0,0,2,0,0)
83382: (0,0,2,0,3,4,4,1,0,0)
84707: (0,0,2,0,5,3,4,1,2,1)
90805: (0,0,2,2,0,0,3,2,0,1)
93217: (0,0,2,2,3,2,4,0,0,1)
101322: (0,0,2,4,0,4,1,3,0,0)
107661: (0,0,2,5,2,3,0,3,1,1)
116085: (0,0,2,7,0,1,1,3,1,1)
133536: (0,0,3,2,3,2,4,0,0,0)
133652: (0,0,3,2,3,3,3,3,1,0)
133770: (0,0,3,2,3,4,3,3,0,0)
134290: (0,0,3,2,4,3,0,1,2,0)
143158: (0,0,3,4,2,4,4,3,2,0)
159223: (0,0,3,7,4,0,4,1,0,1)
159730: (0,0,3,7,4,5,0,1,2,0)
166471: (0,0,4,1,0,1,1,1,0,1)
166494: (0,0,4,1,0,1,2,1,0,0)
167800: (0,0,4,1,2,0,1,2,2,0)
169446: (0,0,4,1,4,2,0,1,0,0)
177200: (0,0,4,3,1,0,3,1,1,0)
178451: (0,0,4,3,2,5,0,1,2,1)
196510: (0,0,4,6,6,5,2,3,2,0)
198032: (0,0,4,7,2,0,1,1,1,0)
199808: (0,0,4,7,4,3,0,1,1,0)
202711: (0,0,5,0,1,3,1,1,0,1)
213529: (0,0,5,2,2,3,2,0,0,1)
213708: (0,0,5,2,2,4,4,2,0,0)
215618: (0,0,5,2,5,2,4,0,1,0)
219860: (0,0,5,3,4,2,0,3,1,0)
234888: (0,0,5,6,4,1,2,0,0,0)
236821: (0,0,5,6,6,5,2,2,0,1)
333326: (0,0,8,2,0,5,3,2,1,0)
345888: (0,0,8,4,4,2,2,0,0,0)
347666: (0,0,8,4,6,5,1,0,1,0)
403446: (0,1,1,0,0,2,0,1,0,0)
405146: (0,1,1,0,2,4,1,0,1,0)
418512: (0,1,1,3,0,1,3,0,0,0)
438556: (0,1,1,7,0,0,3,0,2,0)
441025: (0,1,1,7,3,3,1,0,0,1)
441228: (0,1,1,7,3,4,4,2,0,0)
443504: (0,1,1,7,6,5,4,1,1,0)
444662: (0,1,2,0,1,3,2,2,1,0)
446576: (0,1,2,0,4,1,2,1,1,0)
454024: (0,1,2,2,0,3,2,2,2,0)
456475: (0,1,2,2,3,5,4,3,0,1)
458328: (0,1,2,2,6,3,2,0,0,0)
458394: (0,1,2,2,6,3,4,3,0,0)
467932: (0,1,2,4,5,5,2,0,2,0)
489713: (0,1,3,1,1,0,4,2,2,1)
496675: (0,1,3,2,3,4,4,3,0,1)
498528: (0,1,3,2,6,2,2,0,0,0)
503011: (0,1,3,3,5,3,3,3,0,1)
516242: (0,1,3,6,3,0,0,0,1,0)
518881: (0,1,3,6,6,4,0,0,0,1)
522060: (0,1,3,7,4,0,2,2,0,0)
530798: (0,1,4,1,2,1,1,2,1,0)
542575: (0,1,4,3,4,3,2,1,0,1)
551928: (0,1,4,5,3,3,2,0,0,0)
557834: (0,1,4,6,4,4,3,0,1,0)
561008: (0,1,4,7,2,1,0,1,1,0)
563133: (0,1,4,7,5,0,3,3,1,1)
563520: (0,1,4,7,5,4,0,0,0,0)
564180: (0,1,4,7,6,3,2,2,0,0)
564383: (0,1,4,7,6,5,0,3,2,1)
655902: (0,1,7,2,0,5,4,1,0,0)
667753: (0,1,7,4,3,2,3,0,0,1)
668550: (0,1,7,4,4,3,1,1,0,0)
668594: (0,1,7,4,4,3,3,0,1,0)
671902: (0,1,7,5,2,1,0,3,2,0)
672114: (0,1,7,5,2,2,4,3,0,0)
673594: (0,1,7,5,4,3,1,1,2,0)
675066: (0,1,7,5,6,3,2,3,0,0)
690534: (0,1,8,1,0,0,2,1,0,0)
690550: (0,1,8,1,0,0,2,3,2,0)
690859: (0,1,8,1,0,3,0,3,0,1)
697369: (0,1,8,2,2,3,2,0,0,1)
697412: (0,1,8,2,2,3,3,3,1,0)
702408: (0,1,8,3,2,3,2,0,0,0)
702474: (0,1,8,3,2,3,4,3,0,0)
706446: (0,1,8,4,1,1,0,1,0,0)
710611: (0,1,8,4,6,5,3,3,0,1)
725867: (0,2,0,0,0,0,4,1,2,1)
726367: (0,2,0,0,0,5,0,1,0,1)
729725: (0,2,0,0,5,3,0,0,2,1)
729823: (0,2,0,0,5,3,4,1,0,1)
730211: (0,2,0,0,6,1,0,1,2,1)
743383: (0,2,0,3,3,2,4,1,0,1)
743524: (0,2,0,3,3,4,0,0,2,0)
744359: (0,2,0,3,4,4,4,3,2,1)
744477: (0,2,0,3,4,5,4,3,1,1)
746740: (0,2,0,4,1,0,4,0,2,0)
751912: (0,2,0,5,1,1,4,2,2,0)
752569: (0,2,0,5,2,1,2,0,0,1)
753169: (0,2,0,5,3,0,2,0,0,1)
753188: (0,2,0,5,3,0,2,3,1,0)
753713: (0,2,0,5,3,4,4,2,2,1)
754975: (0,2,0,5,5,3,2,1,0,1)
755074: (0,2,0,5,5,4,1,1,2,0)
755150: (0,2,0,5,5,4,4,2,1,0)
755560: (0,2,0,5,6,2,1,2,2,0)
766094: (0,2,1,0,0,0,0,2,1,0)
766883: (0,2,1,0,1,0,3,1,2,1)
782652: (0,2,1,3,2,0,0,2,0,0)
783864: (0,2,1,3,3,4,1,0,0,0)
784028: (0,2,1,3,3,5,2,3,1,0)
803545: (0,2,1,7,3,0,1,0,0,1)
805664: (0,2,1,7,5,5,4,1,1,0)
817542: (0,2,2,2,1,2,4,1,0,0)
820337: (0,2,2,2,5,2,0,2,2,1)
820637: (0,2,2,2,5,4,3,0,2,1)
831948: (0,2,2,5,0,2,4,2,0,0)
835139: (0,2,2,5,4,5,2,1,2,1)
837772: (0,2,2,6,1,3,2,0,2,0)
838329: (0,2,2,6,2,2,0,1,1,1)
838635: (0,2,2,6,2,4,3,0,1,1)
839645: (0,2,2,6,4,1,0,0,2,1)
842133: (0,2,2,7,0,3,3,3,1,1)
853772: (0,2,3,1,2,4,3,3,1,0)
854290: (0,2,3,1,3,3,0,1,2,0)
860741: (0,2,3,2,5,2,4,0,2,1)
860837: (0,2,3,2,5,3,3,0,2,1)
868146: (0,2,3,4,1,4,2,3,0,0)
870331: (0,2,3,4,4,4,3,3,0,1)
872589: (0,2,3,5,0,5,2,3,1,1)
874690: (0,2,3,5,3,5,0,1,2,0)
876311: (0,2,3,5,6,0,2,3,2,1)
968556: (0,2,6,0,1,1,1,2,0,0)
969836: (0,2,6,0,2,5,4,3,1,0)
970201: (0,2,6,0,3,3,0,0,0,1)
970220: (0,2,6,0,3,3,0,3,1,0)
970378: (0,2,6,0,3,4,2,1,2,0)
979052: (0,2,6,2,1,4,3,3,1,0)
982982: (0,2,6,3,0,1,2,2,1,0)
987281: (0,2,6,3,6,1,1,2,2,1)
988001: (0,2,6,4,0,1,1,2,2,1)
988210: (0,2,6,4,0,3,0,1,2,0)
988490: (0,2,6,4,0,5,2,0,1,0)
991979: (0,2,6,4,5,4,2,1,2,1)
997034: (0,2,6,5,5,4,3,0,1,0)
1019209: (0,2,7,2,1,3,2,0,0,1)
1019551: (0,2,7,2,2,0,1,1,0,1)
1020083: (0,2,7,2,2,4,3,1,2,1)
1024600: (0,2,7,3,2,0,1,2,2,0)
1032777: (0,2,7,4,6,2,2,1,1,1)
1034815: (0,2,7,5,2,1,2,1,0,1)
1037219: (0,2,7,5,5,3,2,1,2,1)
1055761: (0,2,8,1,3,2,0,0,0,1)
1055910: (0,2,8,1,3,3,1,1,0,0)
1056110: (0,2,8,1,3,4,4,2,1,0)
1068200: (0,2,8,3,6,3,3,1,1,0)
1069634: (0,2,8,4,1,3,3,0,1,0)
1073093: (0,2,8,4,6,2,2,0,2,1)
1087814: (0,2,8,7,5,5,0,2,1,0)
1464335: (0,4,0,2,3,4,3,3,2,1)
1496993: (0,4,1,1,0,0,4,2,2,1)
1499015: (0,4,1,1,2,5,3,3,2,1)
1502027: (0,4,1,2,0,0,4,1,2,1)
1507818: (0,4,1,3,1,1,0,3,0,0)
1525561: (0,4,1,6,4,5,0,0,0,1)
1525829: (0,4,1,6,5,1,1,0,2,1)
1528577: (0,4,1,7,2,0,0,2,2,1)
1530492: (0,4,1,7,4,4,0,2,0,0)
1537312: (0,4,2,1,0,0,4,2,2,0)
1539892: (0,4,2,1,3,4,2,0,2,0)
1568890: (0,4,2,7,2,0,0,1,2,0)
1621855: (0,4,4,1,5,3,2,1,0,1)
1622281: (0,4,4,1,6,1,0,0,0,1)
1635223: (0,4,4,4,3,0,4,1,0,1)
1636708: (0,4,4,4,5,1,1,0,2,0)
1636746: (0,4,4,4,5,1,2,3,0,0)
1637091: (0,4,4,4,5,4,2,0,1,1)
1637155: (0,4,4,4,5,4,4,3,0,1)
1637337: (0,4,4,4,6,0,2,1,1,1)
1640421: (0,4,4,5,3,2,0,3,1,1)
1642189: (0,4,4,5,5,4,4,2,0,1)
1668379: (0,4,5,3,0,1,0,3,0,1)
1674942: (0,4,5,4,2,1,4,1,0,0)
1677474: (0,4,5,4,5,4,4,3,0,0)
1704149: (0,4,6,2,0,5,1,0,2,1)
1708790: (0,4,6,3,0,1,4,2,1,0)
1712909: (0,4,6,3,6,0,1,0,2,1)
1712950: (0,4,6,3,6,0,2,3,2,0)
1714729: (0,4,6,4,1,3,2,0,0,1)
1717707: (0,4,6,4,5,4,1,0,1,1)
1724617: (0,4,6,6,1,1,4,0,0,1)
1727190: (0,4,6,6,4,5,1,1,0,0)
1727650: (0,4,6,6,5,3,0,1,2,0)
1728880: (0,4,6,7,0,1,1,2,2,0)
1741422: (0,4,7,1,3,3,4,1,0,0)
1750575: (0,4,7,3,2,2,0,2,1,1)
1764336: (0,4,7,6,0,2,4,0,0,0)
1768215: (0,4,7,6,5,5,0,2,1,1)
1770516: (0,4,7,7,2,0,1,2,0,0)
1822667: (0,5,0,1,4,2,4,1,2,1)
1822773: (0,5,0,1,4,3,3,3,1,1)
1834210: (0,5,0,3,6,3,0,1,2,0)
1843864: (0,5,0,5,5,5,2,2,2,0)
1852253: (0,5,0,7,3,3,2,0,2,1)
1860174: (0,5,1,1,0,3,2,1,0,0)
1861353: (0,5,1,1,2,1,1,1,1,1)
1866609: (0,5,1,2,2,3,0,1,1,1)
1866949: (0,5,1,2,2,5,4,2,0,1)
1874846: (0,5,1,3,6,5,3,2,1,0)
1878748: (0,5,1,4,5,2,1,0,2,0)
1887927: (0,5,1,6,4,0,3,2,1,1)
1888334: (0,5,1,6,4,4,0,2,1,0)
1891731: (0,5,1,7,2,2,2,0,1,1)
1892509: (0,5,1,7,3,2,4,2,0,1)
1892820: (0,5,1,7,3,5,2,2,0,0)
1984519: (0,5,4,1,5,1,3,1,0,1)
1998097: (0,5,4,4,3,0,4,0,0,1)
1999251: (0,5,4,4,4,4,2,0,1,1)
1999315: (0,5,4,4,4,4,4,3,0,1)
2002426: (0,5,4,5,2,0,4,1,2,0)
2003650: (0,5,4,5,3,5,0,1,2,0)
2038945: (0,5,5,4,3,5,1,0,0,1)
2046978: (0,5,5,6,1,0,0,3,0,0)
2047430: (0,5,5,6,1,3,4,2,1,0)
2056673: (0,5,6,0,0,2,4,2,2,1)
2056983: (0,5,6,0,0,5,2,2,1,1)
2057249: (0,5,6,0,1,1,3,2,2,1)
2057559: (0,5,6,0,1,4,1,2,1,1)
2067069: (0,5,6,2,0,5,2,3,1,1)
2078530: (0,5,6,4,2,5,0,1,2,0)
2080460: (0,5,6,4,5,3,0,3,1,0)
2081051: (0,5,6,4,6,2,0,1,2,1)
2089801: (0,5,6,6,4,3,0,0,0,1)
2090863: (0,5,6,6,5,5,4,1,0,1)
2140151: (0,5,8,0,4,2,2,3,2,1)
2151941: (0,5,8,2,6,4,4,0,2,1)
2177275: (0,5,8,7,6,5,4,3,0,1)
2186840: (0,6,0,1,6,1,3,1,1,0)
2188212: (0,6,0,2,1,1,0,2,0,0)
2189235: (0,6,0,2,2,3,3,0,1,1)
2191808: (0,6,0,2,6,1,0,1,1,0)
2192131: (0,6,0,2,6,3,3,3,0,1)
2298972: (0,6,3,0,1,0,0,2,0,0)
2302686: (0,6,3,0,6,1,0,1,0,0)
2302702: (0,6,3,0,6,1,0,3,2,0)
2303000: (0,6,3,0,6,3,3,1,1,0)
2304881: (0,6,3,1,2,1,1,2,2,1)
2305431: (0,6,3,1,2,5,4,2,1,1)
2313815: (0,6,3,3,0,3,3,3,2,1)
2314233: (0,6,3,3,1,1,1,1,1,1)
2314749: (0,6,3,3,1,5,2,3,1,1)
2340598: (0,6,4,0,2,4,4,3,2,0)
2354134: (0,6,4,3,0,3,3,3,2,0)
2355051: (0,6,4,3,1,5,2,0,1,1)
2385266: (0,6,5,1,1,5,1,0,1,0)
2387955: (0,6,5,1,5,3,3,0,1,1)
2401824: (0,6,5,4,3,5,1,0,0,0)
2402786: (0,6,5,4,5,1,1,0,1,0)
2410230: (0,6,5,6,1,3,1,1,0,0)
2410274: (0,6,5,6,1,3,3,0,1,0)
2412144: (0,6,5,6,4,1,1,0,0,0)
2412491: (0,6,5,6,4,4,0,1,2,1)
2413226: (0,6,5,6,5,4,1,0,1,0)
2414478: (0,6,5,7,0,2,3,1,0,0)
2416414: (0,6,5,7,3,0,3,3,2,0)
2465380: (0,6,7,1,1,0,4,0,2,0)
2466097: (0,6,7,1,2,0,4,0,0,1)
2466113: (0,6,7,1,2,0,4,2,2,1)
2466604: (0,6,7,1,2,5,0,0,2,0)
2473785: (0,6,7,2,5,4,4,1,1,1)
2484929: (0,6,7,5,0,1,3,2,2,1)
2488909: (0,6,7,5,5,4,4,2,0,1)
2491242: (0,6,7,6,2,0,1,3,0,0)
2493867: (0,6,7,6,5,4,1,0,1,1)
2494033: (0,6,7,6,5,5,3,0,0,1)
2494136: (0,6,7,6,6,0,2,1,1,0)
2494446: (0,6,7,6,6,3,0,1,0,0)
2494462: (0,6,7,6,6,3,0,3,2,0)
2500767: (0,6,8,0,1,1,3,2,1,1)
2501490: (0,6,8,0,2,1,3,3,0,0)
2507721: (0,6,8,1,3,5,3,1,1,1)
2521413: (0,6,8,4,1,5,3,3,1,1)
2627650: (0,7,2,1,2,3,0,1,2,0)
2630594: (0,7,2,1,6,3,3,0,1,0)
2631230: (0,7,2,2,0,2,4,2,1,0)
2631567: (0,7,2,2,0,5,3,2,1,1)
2634692: (0,7,2,2,5,1,3,3,1,0)
2641280: (0,7,2,4,0,2,3,1,1,0)
2641298: (0,7,2,4,0,2,4,0,1,0)
2643393: (0,7,2,4,3,2,1,1,1,1)
2645097: (0,7,2,4,5,4,2,1,1,1)
2662158: (0,7,3,0,1,2,3,1,0,0)
2663155: (0,7,3,0,2,4,4,3,0,1)
2671668: (0,7,3,2,0,3,4,2,0,0)
2671676: (0,7,3,2,0,3,4,3,1,0)
2671890: (0,7,3,2,0,5,3,3,0,0)
2673521: (0,7,3,2,3,1,1,2,2,1)
2673639: (0,7,3,2,3,2,1,2,1,1)
2675075: (0,7,3,2,5,2,1,1,2,1)
2676652: (0,7,3,3,0,3,2,0,2,0)
2681142: (0,7,3,3,6,4,4,1,0,0)
2687397: (0,7,3,5,1,2,4,3,1,1)
2688699: (0,7,3,5,3,1,4,0,1,1)
2690462: (0,7,3,5,5,4,2,2,1,0)
2697434: (0,7,3,7,1,2,3,0,1,0)
