2698773: (0,7,3,7,3,1,3,3,1,1)
2699084: (0,7,3,7,3,4,1,3,1,0)
2699943: (0,7,3,7,4,5,2,2,1,1)
2714126: (0,7,4,2,3,3,3,2,1,0)
2715869: (0,7,4,2,6,0,1,0,2,1)
2716995: (0,7,4,3,0,3,3,0,1,1)
2722609: (0,7,4,4,1,2,2,0,0,1)
2723690: (0,7,4,4,2,5,2,0,1,0)
2734330: (0,7,4,6,3,4,0,1,2,0)
2739115: (0,7,4,7,3,1,4,3,0,1)
2742993: (0,7,5,0,1,4,1,1,1,1)
2745099: (0,7,5,0,4,3,4,0,1,1)
2751183: (0,7,5,1,6,0,2,2,1,1)
2751675: (0,7,5,1,6,4,3,0,1,1)
2751970: (0,7,5,2,0,1,0,1,2,0)
2752043: (0,7,5,2,0,1,3,1,2,1)
2756037: (0,7,5,2,5,4,4,3,1,1)
2765891: (0,7,5,4,5,3,0,1,2,1)
2775246: (0,7,5,6,4,3,0,1,0,0)
2775989: (0,7,5,6,5,3,1,0,2,1)
2829547: (0,7,7,1,2,5,2,3,0,1)
2844815: (0,7,7,4,3,0,3,3,2,1)
2845929: (0,7,7,4,4,4,0,1,1,1)
2851740: (0,7,7,5,5,4,2,2,0,0)
2851783: (0,7,7,5,5,4,4,1,0,1)
2855262: (0,7,7,6,3,3,4,1,0,0)
2856566: (0,7,7,6,5,2,3,2,1,0)
2857206: (0,7,7,6,6,2,0,1,0,0)
2857518: (0,7,7,6,6,4,3,1,0,0)
2861351: (0,7,7,7,5,0,2,3,2,1)
2861441: (0,7,7,7,5,1,1,2,2,1)
2865547: (0,7,8,0,3,5,2,3,0,1)
2882972: (0,7,8,4,0,0,3,3,1,0)
2885622: (0,7,8,4,3,4,4,1,0,0)
2893125: (0,7,8,6,0,1,1,3,1,1)
2897637: (0,7,8,6,6,2,4,3,1,1)
2897712: (0,7,8,6,6,3,3,0,0,0)
2901801: (0,7,8,7,5,1,3,1,1,1)
2943630: (0,8,1,0,0,2,1,1,0,0)
2970296: (0,8,1,5,2,2,2,1,1,0)
2971619: (0,8,1,5,4,1,2,1,2,1)
2984342: (0,8,2,0,0,5,2,2,1,0)
2995628: (0,8,2,2,2,3,2,3,1,0)
3000659: (0,8,2,3,2,3,2,1,2,1)
3008679: (0,8,2,4,6,4,1,2,1,1)
3032259: (0,8,3,1,4,2,4,0,1,1)
3032570: (0,8,3,1,4,5,2,0,1,0)
3035647: (0,8,3,2,2,1,0,1,0,1)
3037745: (0,8,3,2,5,0,2,2,2,1)
3040915: (0,8,3,3,2,2,4,3,0,1)
3042795: (0,8,3,3,5,0,3,0,1,1)
3061949: (0,8,3,7,3,4,1,0,2,1)
3062779: (0,8,3,7,4,5,0,3,0,1)
3072920: (0,8,4,1,4,5,3,1,1,0)
3072931: (0,8,4,1,4,5,3,3,0,1)
3074238: (0,8,4,1,6,4,3,1,0,0)
3094910: (0,8,4,6,0,2,4,2,1,0)
3100848: (0,8,4,7,1,4,2,0,0,0)
3151012: (0,8,6,1,1,2,2,0,2,0)
3151137: (0,8,6,1,1,3,2,1,1,1)
3151536: (0,8,6,1,2,0,4,0,0,0)
3152109: (0,8,6,1,2,5,2,3,1,1)
3152509: (0,8,6,1,3,2,4,2,0,1)
3170363: (0,8,6,5,0,1,3,1,2,1)
3171504: (0,8,6,5,1,5,1,0,0,0)
3187051: (0,8,7,0,2,2,3,3,0,1)
3188783: (0,8,7,0,4,5,0,3,2,1)
3209408: (0,8,7,4,5,3,0,1,1,0)
3210638: (0,8,7,5,0,1,1,2,1,0)
3211948: (0,8,7,5,2,0,1,0,2,0)
3213924: (0,8,7,5,4,4,3,2,0,0)
3218126: (0,8,7,6,3,3,3,2,1,0)
3264639: (0,8,8,7,5,1,1,2,1,1)
3265641: (0,8,8,7,6,3,3,1,1,1)
3669951: (1,0,1,0,1,0,4,2,1,1)
3670055: (1,0,1,0,1,1,3,3,2,1)
3670687: (1,0,1,0,2,1,0,1,0,1)
3670773: (1,0,1,0,2,1,3,3,1,1)
3673826: (1,0,1,0,6,3,1,0,1,0)
3679414: (1,0,1,2,0,1,3,3,2,0)
3683450: (1,0,1,2,5,5,2,0,1,0)
3695442: (1,0,1,5,1,3,1,3,0,0)
3696433: (1,0,1,5,2,5,3,0,0,1)
3696745: (1,0,1,5,3,2,1,0,0,1)
3700288: (1,0,1,6,1,1,3,2,2,0)
3701408: (1,0,1,6,2,5,0,1,1,0)
3702601: (1,0,1,6,4,3,0,0,0,1)
3702620: (1,0,1,6,4,3,0,3,1,0)
3702778: (1,0,1,6,4,4,2,1,2,0)
3729812: (1,0,2,4,0,1,3,3,1,0)
3732370: (1,0,2,4,3,5,0,1,2,0)
3735603: (1,0,2,5,1,2,0,0,1,1)
3735626: (1,0,2,5,1,2,1,0,1,0)
3735865: (1,0,2,5,1,4,1,0,0,1)
3737566: (1,0,2,5,4,0,1,3,2,0)
3739216: (1,0,2,5,6,2,0,2,2,0)
3739424: (1,0,2,5,6,3,4,1,1,0)
3754990: (1,0,3,1,0,1,2,3,2,0)
3764999: (1,0,3,3,0,0,4,3,2,1)
3765713: (1,0,3,3,1,0,4,2,2,1)
3765986: (1,0,3,3,1,3,1,0,1,0)
3767916: (1,0,3,3,4,1,1,2,0,0)
3781371: (1,0,3,6,1,5,2,0,1,1)
3783741: (1,0,3,6,5,1,0,3,1,1)
3790231: (1,0,4,0,0,1,1,1,0,1)
3790254: (1,0,4,0,0,1,2,1,0,0)
3805295: (1,0,4,3,0,0,3,3,2,1)
3816289: (1,0,4,5,1,2,2,0,0,1)
3820732: (1,0,4,6,0,3,2,0,2,0)
3824820: (1,0,4,6,6,1,2,2,0,0)
3829851: (1,0,4,7,6,1,2,0,1,1)
3830307: (1,0,4,7,6,5,1,0,1,1)
3840655: (1,0,5,2,0,1,2,1,0,1)
3841950: (1,0,5,2,2,0,1,1,0,0)
3841966: (1,0,5,2,2,0,1,3,2,0)
3843607: (1,0,5,2,4,2,0,1,0,1)
3857070: (1,0,5,5,2,0,1,1,0,0)
3860566: (1,0,5,5,6,5,1,3,2,0)
3861800: (1,0,5,6,1,3,3,1,1,0)
3863718: (1,0,5,6,4,1,3,1,0,0)
3870643: (1,0,5,7,6,5,1,3,0,1)
3927530: (1,0,7,3,1,5,2,0,1,0)
3934087: (1,0,7,4,4,0,0,1,0,1)
3939246: (1,0,7,5,4,1,0,1,0,0)
3941220: (1,0,7,5,6,5,2,2,0,0)
3943756: (1,0,7,6,3,2,3,0,2,0)
4032909: (1,1,1,0,1,1,2,3,1,1)
4035617: (1,1,1,0,5,0,0,2,2,1)
4035890: (1,1,1,0,5,2,2,0,1,0)
4048629: (1,1,1,3,2,0,2,3,1,1)
4062317: (1,1,1,6,0,0,3,0,2,1)
4062549: (1,1,1,6,0,2,2,3,1,1)
4074942: (1,1,2,0,3,3,4,1,0,0)
4097983: (1,1,2,5,0,3,4,1,0,1)
4102577: (1,1,2,6,0,0,0,2,2,1)
4108488: (1,1,2,7,1,1,2,0,0,0)
4109169: (1,1,2,7,2,1,0,1,1,1)
4119819: (1,1,3,1,2,5,4,0,1,1)
4121574: (1,1,3,1,5,2,2,1,0,0)
4121636: (1,1,3,1,5,2,4,3,1,0)
4123638: (1,1,3,2,1,1,3,1,0,0)
4125974: (1,1,3,2,4,3,0,2,1,0)
4136370: (1,1,3,4,4,5,3,3,0,0)
4145665: (1,1,3,6,3,5,1,0,0,1)
4152006: (1,1,3,7,5,4,0,1,0,0)
4209346: (1,1,5,3,1,1,4,1,2,0)
4209828: (1,1,5,3,1,5,4,2,0,0)
4218606: (1,1,5,5,0,1,0,1,0,0)
4221030: (1,1,5,5,3,3,1,1,0,0)
4221292: (1,1,5,5,3,5,2,0,2,0)
4224366: (1,1,5,6,1,1,0,1,0,0)
4225080: (1,1,5,6,2,1,0,0,0,0)
4225134: (1,1,5,6,2,1,2,1,0,0)
4227206: (1,1,5,6,5,0,3,2,1,0)
4284013: (1,1,7,2,0,0,0,2,0,1)
4284072: (1,1,7,2,0,0,3,0,0,0)
4284319: (1,1,7,2,0,2,3,1,0,1)
4291356: (1,1,7,3,3,1,1,2,0,0)
4294218: (1,1,7,4,0,1,0,3,0,0)
4294638: (1,1,7,4,0,4,3,1,0,0)
4319923: (1,1,8,1,0,5,1,3,0,1)
4320175: (1,1,8,1,1,1,2,1,0,1)
4321901: (1,1,8,1,3,3,4,0,2,1)
4325214: (1,1,8,2,1,1,2,1,0,0)
4333024: (1,1,8,3,5,0,2,2,2,0)
4333489: (1,1,8,3,5,4,2,0,0,1)
4335259: (1,1,8,4,1,1,0,3,0,1)
4335457: (1,1,8,4,1,2,4,0,0,1)
4339105: (1,1,8,4,6,3,1,0,0,1)
4718183: (1,3,0,0,1,0,0,3,2,1)
4740364: (1,3,0,4,3,5,0,0,2,0)
4741077: (1,3,0,4,4,4,4,3,1,1)
4742281: (1,3,0,4,6,3,0,0,0,1)
4742300: (1,3,0,4,6,3,0,3,1,0)
4743553: (1,3,0,5,1,1,3,0,0,1)
4744588: (1,3,0,5,2,4,1,0,2,0)
4746505: (1,3,0,5,5,2,1,0,0,1)
4757804: (1,3,1,0,0,0,1,3,1,0)
4759084: (1,3,1,0,1,5,0,0,2,0)
4769483: (1,3,1,2,2,1,3,1,2,1)
4772625: (1,3,1,2,6,3,4,1,1,1)
4774447: (1,3,1,3,2,1,0,1,0,1)
4794495: (1,3,1,7,2,0,0,2,1,1)
4796186: (1,3,1,7,4,2,1,0,1,0)
4808903: (1,3,2,2,1,0,0,3,2,1)
4810546: (1,3,2,2,3,1,4,1,2,0)
4810755: (1,3,2,2,3,3,3,0,1,1)
4813037: (1,3,2,2,6,4,3,0,2,1)
4825955: (1,3,2,5,3,4,1,1,2,1)
4834372: (1,3,2,7,1,2,2,0,2,0)
4834804: (1,3,2,7,2,0,0,0,2,0)
4835331: (1,3,2,7,2,4,2,0,1,1)
4849543: (1,3,3,2,1,2,4,1,0,1)
4859135: (1,3,3,4,0,4,3,3,2,1)
4864173: (1,3,3,5,0,4,3,3,1,1)
4867295: (1,3,3,5,5,0,3,3,2,1)
4868498: (1,3,3,5,6,4,4,0,1,0)
4934178: (1,3,5,3,0,0,0,3,0,0)
4935767: (1,3,5,3,2,1,1,3,2,1)
4940468: (1,3,5,4,1,4,2,3,1,0)
4943784: (1,3,5,4,6,2,1,0,0,0)
4952388: (1,3,5,6,4,1,4,2,0,0)
4953250: (1,3,5,6,5,3,0,1,2,0)
4953591: (1,3,5,6,5,5,4,2,1,1)
4959627: (1,3,6,0,0,2,1,0,1,1)
4960266: (1,3,6,0,1,1,2,3,0,0)
4960279: (1,3,6,0,1,1,3,1,0,1)
4960945: (1,3,6,0,2,1,1,0,0,1)
4963231: (1,3,6,0,5,2,1,1,0,1)
4998648: (1,3,6,7,5,3,2,0,0,0)
4999478: (1,3,6,7,6,4,1,2,1,0)
5004797: (1,3,7,1,0,0,3,0,2,1)
5008258: (1,3,7,1,4,5,2,1,2,0)
5011279: (1,3,7,2,2,0,3,1,0,1)
5018428: (1,3,7,3,5,0,1,0,2,0)
5027905: (1,3,7,5,4,1,1,0,0,1)
5029154: (1,3,7,5,5,5,3,0,1,0)
5039792: (1,3,7,7,6,4,1,1,1,0)
5088566: (1,4,0,1,4,2,3,2,1,0)
5104288: (1,4,0,4,5,1,3,2,2,0)
5127835: (1,4,1,1,2,5,4,3,0,1)
5129688: (1,4,1,1,5,3,2,0,0,0)
5133968: (1,4,1,2,4,3,0,1,1,0)
5143768: (1,4,1,4,4,0,3,2,2,0)
5153102: (1,4,1,6,3,0,2,2,1,0)
5158309: (1,4,1,7,3,1,4,2,0,1)
5210890: (1,4,3,1,6,2,0,1,2,0)
5210963: (1,4,3,1,6,2,3,1,2,1)
5214991: (1,4,3,2,5,0,1,1,0,1)
5215855: (1,4,3,2,6,1,2,1,0,1)
5216021: (1,4,3,2,6,2,4,0,2,1)
5221895: (1,4,3,4,0,3,3,3,2,1)
5226921: (1,4,3,5,0,3,3,1,1,1)
5231376: (1,4,3,5,6,4,4,0,0,0)
5252483: (1,4,4,2,1,0,3,1,2,1)
5265624: (1,4,4,4,5,2,1,0,0,0)
