1,284.894187
2,264.769910
3,257.688723
4,257.683510
5,253.455286
6,254.491318
7,253.105113
8,252.791281
9,252.758394
10,250.835884
11,250.095321
12,250.904642
13,251.199057
14,250.889505
15,250.382825
16,249.879300
17,250.406649
18,249.629286
19,250.339409
20,250.310254
21,250.289684
22,250.072796
23,250.201428
24,249.985494
25,249.725731
26,251.442363
27,249.532512
28,249.616316
29,250.550172
30,249.703404
31,249.124881
32,249.229556
33,249.042482
34,248.945237
35,248.767397
36,248.943054
37,249.077421
38,248.867260
39,248.754321
40,249.035254
41,254.200383
42,249.009982
43,249.012365
44,249.130717
45,248.918675
46,249.143321
47,249.414287
48,249.370745
49,250.021634
50,251.359673
51,249.874155
52,248.530534
53,249.080648
54,249.353235
55,249.042464
56,248.959358
57,248.693084
58,248.952704
59,249.470095
60,248.870351
61,248.842529
62,249.111086
63,248.993875
64,249.199794
65,249.031781
66,248.801913
67,251.256904
68,249.137192
69,248.959236
70,249.113748
71,249.012293
72,248.764492
73,249.950665
74,249.936571
75,248.967135
76,248.870150
77,248.714699
78,248.693002
79,251.257416
80,249.009241
81,248.992943
82,249.279004
83,250.191584
84,248.694296
85,248.880437
86,249.003037
87,249.059270
88,248.895689
89,250.699226
90,249.130277
91,249.088872
92,249.563944
93,249.487405
94,248.889387
95,248.890580
96,249.026240
97,249.180940
98,248.812620
99,249.005146
100,248.958469
101,248.912759
102,249.043576
103,249.023697
104,249.087849
105,249.143617
106,249.212933
107,248.963625
108,249.403263
109,249.120823
110,249.010940
111,248.833330
112,249.158269
113,249.107404
114,250.171368
115,249.159514
116,248.991444
117,249.281066
118,249.484763
119,250.965704
120,248.803761
121,248.860764
122,249.147881
123,248.996765
124,248.973692
125,250.252971
126,249.217479
127,249.029027
128,249.826467
