1024,1.639959
1024,1.632545
1024,1.629208
1024,1.639926
1024,1.626451
1024,1.653429
1024,1.624724
1024,1.631916
1024,1.624801
1024,1.641916
1024,1.632485
1024,1.647045
1024,1.634380
1024,1.634462
1024,1.633553
1024,1.629534
1024,1.620520
1024,1.630114
1024,1.628696
1024,1.634068
1024,1.611489
1024,1.633953
1024,1.623711
1024,1.624643
1024,1.621626
1024,1.626104
1024,1.620947
1024,1.634976
1024,1.624224
1024,1.617992
1024,1.616827
1024,1.627788
1024,1.619108
1024,1.617397
1024,1.640163
1024,1.629376
1024,1.618579
1024,1.613788
1024,1.617016
1024,1.620881
1024,1.642773
1024,1.631338
1024,1.638921
1024,1.639300
1024,1.639683
1024,1.623778
1024,1.614277
1024,1.620830
1024,1.624623
1024,1.612998
1024,1.624191
1024,1.620744
1024,1.620776
1024,1.629924
1024,1.624409
1024,1.622643
1024,1.622309
1024,1.643538
1024,1.632378
1024,1.630237
1024,1.634827
1024,1.625577
1024,1.623658
1024,1.634223
1024,1.633255
1024,1.625252
1024,1.629701
1024,1.639256
1024,1.633252
1024,1.634485
1024,1.657193
1024,1.707568
1024,1.650665
1024,1.617676
1024,1.621242
1024,1.647993
1024,1.625906
1024,1.619717
1024,1.625068
1024,1.618242
1024,1.625386
1024,1.616502
1024,1.635372
1024,1.659924
1024,1.627456
1024,1.625967
1024,1.636294
1024,1.637755
1024,1.637525
1024,1.742637
1024,1.888756
1024,1.922240
1024,1.702674
1024,2.101129
1024,1.635146
1024,1.659483
1024,1.681214
1024,1.609319
1024,1.639576
1024,1.688255
1024,1.789252
1024,1.661426
1024,1.644753
1024,1.665852
1024,1.718070
1024,1.705355
1024,1.854060
1024,1.621542
1024,1.639081
1024,1.655926
1024,1.627467
1024,1.631104
1024,1.640434
1024,1.680515
1024,1.623819
1024,1.642943
1024,1.634346
1024,1.616587
1024,1.635808
1024,1.642653
1024,1.651259
1024,1.640644
1024,1.642488
1024,1.617595
1024,1.654836
1024,1.617575
1024,1.632065
1024,1.767275
1024,1.908899
1024,1.724927
1024,1.644095
1024,1.701687
1024,1.670237
1024,1.679295
1024,1.844382
1024,2.140163
1024,1.671536
1024,1.652384
1024,1.765023
1024,1.666942
1024,1.608174
1024,1.709730
1024,1.666307
1024,1.738358
1024,1.709554
1024,1.649121
1024,1.636200
1024,1.633312
1024,1.633469
1024,1.658974
1024,1.676709
1024,1.606327
1024,1.610643
1024,1.611243
1024,1.625657
1024,1.732608
1024,1.635949
1024,1.650511
1024,1.697911
1024,1.612054
1024,1.623194
1024,1.629035
1024,1.627644
1024,1.661872
1024,1.619038
1024,1.632258
1024,1.632381
1024,1.625694
1024,1.618943
1024,1.630263
1024,1.619801
1024,1.626631
1024,1.633118
1024,1.713503
1024,1.633188
1024,1.617569
1024,1.635797
1024,1.635513
1024,1.621235
1024,1.632966
1024,1.620758
1024,1.711928
1024,1.635508
1024,1.626839
1024,1.621981
1024,1.613888
1024,1.645690
1024,1.634124
1024,1.615645
1024,1.628446
1024,1.634765
1024,1.648499
1024,1.633516
1024,1.648697
1024,1.621672
1024,1.624567
1024,1.629358
1024,1.621575
1024,1.623814
1024,1.632343
1024,1.620085
1024,1.593942
1024,1.631425
1024,1.640252
1024,1.633129
1024,1.628401
1024,1.621800
1024,1.612347
1024,1.610045
1024,1.621603
1024,1.646989
1024,1.643241
1024,1.659054
1024,1.641769
1024,1.623155
1024,1.622354
1024,1.635825
1024,1.637764
1024,1.626617
1024,1.630486
1024,1.655642
1024,1.704163
1024,1.620977
1024,1.629740
1024,1.626691
1024,1.612978
1024,1.611054
1024,1.620619
1024,1.626524
1024,1.634249
1024,1.653930
1024,1.653236
1024,1.660215
1024,1.655015
1024,1.621633
1024,1.620572
1024,1.644965
1024,1.608610
1024,1.631870
1024,1.619273
1024,1.630207
1024,1.619479
1024,1.628539
1024,1.614296
1024,1.641447
1024,1.786789
1024,1.749749
1024,1.941093
1024,2.088068
1024,1.779926
1024,1.876358
1024,1.664139
1024,1.726759
1024,1.632844
1024,1.638417
1024,1.669739
1024,1.642238
1024,1.627406
1024,1.715798
1024,1.657933
1024,1.628993
1024,1.612602
1024,1.626517
1024,1.743562
1024,1.739571
1024,1.801829
1024,1.753618
1024,1.671996
1024,1.632466
1024,1.670646
1024,1.609470
1024,1.618531
1024,1.624877
1024,1.637860
1024,1.620197
1024,1.649968
1024,1.683854
1024,1.633547
1024,1.634817
1024,1.686558
1024,1.676774
1024,1.642493
1024,1.651237
1024,1.652189
1024,1.771279
1024,1.674178
1024,1.646200
1024,1.638560
1024,1.631147
1024,1.651146
1024,1.679018
1024,1.723933
1024,1.871101
1024,1.838446
1024,1.807644
1024,1.634860
1024,1.657687
1024,1.638573
1024,1.633995
1024,1.619004
1024,1.623139
1024,1.635308
1024,1.632242
1024,1.632879
1024,1.621452
1024,1.660253
1024,1.632356
1024,1.624576
1024,1.642115
1024,1.634504
1024,1.639413
1024,1.644284
1024,1.619123
1024,1.641240
1024,1.626028
1024,1.631256
1024,1.641129
1024,1.631078
1024,1.633061
1024,1.657886
1024,1.630635
1024,1.638728
1024,1.635893
1024,1.639819
1024,1.629241
1024,1.674318
1024,1.616852
1024,1.645329
1024,1.656247
1024,1.647421
1024,1.724154
